_best_bound,_dettime,_linear_nonzeros,_miprelgap,_n_iterations,_n_nodes_processed,_ncolumns,_problem_type,_quality_metrics,_solve_status,_solve_status_code,_time,binary_variables,constraints,cuts_BQP,cuts_GUB_cover,cuts_MIR,cuts_RLT,cuts_benders,cuts_clique,cuts_cover,cuts_disjunctive,cuts_flow_cover,cuts_flow_path,cuts_fractional,cuts_implied_bound,cuts_lift_and_project,cuts_local_implied_bound,cuts_multi_commodity_flow,cuts_solution_pool,cuts_table,cuts_user,cuts_zero_half,integer_variables,linear_relaxation,name,objective_value
43.0,457.22618675231934,96368,0.0,125,0,2704,MILP,{},integer optimal solution,101,0.38762688636779785,1456,19912,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,1248,43.0,dr_bf_f:19n-76m-EON19_30_15_16_1.0,43.0
nan,118216.36001968384,147571,nan,0,0,1932,MILP,{},"time limit exceeded, no integer solution",108,60.01635813713074,1890,29673,,,,,,,,,,,,,,,,,,,,42,21.0,dr_bf_c:21n-70m-SpanishTelefonica_10_1_66_0.5,
nan,109669.84136104584,211564,nan,0,0,3088,MILP,{},"time limit exceeded, no integer solution",108,60.00233602523804,3056,42408,,,,,,,,,,,,,,,,,,,,32,16.0,dr_bf_c:43n-176m-EuroLarge_10_1_80_0.2,
nan,106968.11322402954,39787,nan,0,0,924,MILP,{},"time limit exceeded, no integer solution",108,60.00342798233032,902,8008,,,,,,,,,,,,,,,,,,,,22,11.0,dr_bf_c:21n-72m-Italian_10_1_68_0.2,
131.0,2675.9910802841187,127471,0.0,5920,0,6439,MILP,{},integer optimal solution,101,2.7576868534088135,,25475,0,0,75,0,0,243,502,0,3,0,81,0,0,0,0,0,0,0,220,,63.49999999999999,dr_ob_m:28n-82m-EURO28_30_3_58_0.5,131.0
49.0,638.4668159484863,108430,0.0,180,0,3346,MILP,{},integer optimal solution,101,0.531836986541748,1750,22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596,49.0,dr_bf_f:30n-112m-Spain_100_50_14_1.0,49.0
68.09999999999998,111851.66251945496,19060,0.027142857142818652,645335,48344,530,MILP,{},time limit exceeded,107,60.001912117004395,510,3855,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3449,15,20,10.0,dr_bf_c:14n-42m-NSF_10_1_60_0.2,70.0
32.0,9307.598692893982,6971,0.0,91987,7032,318,MILP,{},integer optimal solution,101,5.464920997619629,306,1413,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1825,20,12,6.0,dr_bf_c:16n-46m-EURO_10_3_18_0.5,32.0
90.0,5663.715724945068,34430,0.0,106723,2921,1510,MILP,{},integer optimal solution,101,8.764457941055298,790,7285,0,0,299,0,0,0,134,0,335,9,29,2,31,0,0,0,0,0,80,720,28.81111111111111,dr_bf_f:22n-70m-British-telecom_10_1_62_0.2,90.0
23.599999999999994,105659.32086086273,8258,0.305882352940277,507202,24100,440,MILP,{},time limit exceeded,107,60.007416009902954,430,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7584,0,10,5.0,dr_bf_c:28n-82m-EURO28_30_15_10_0.5,34.0
144.0,8650.825877189636,943424,0.0,585,0,10048,MILP,{},integer optimal solution,101,10.107290983200073,9920,191456,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,128,144.00000000000003,dr_bf_m:14n-46m-Generic-Deutsche-Telekom-DT_30_3_64_1.0,144.0
nan,103025.01649093628,19716,nan,0,0,632,MILP,{},"time limit exceeded, no integer solution",108,60.005008935928345,616,3972,,,,,,,,,,,,,,,,,,,,16,8.0,dr_bf_c:21n-70m-SpanishTelefonica_100_30_22_0.5,
77.0,619.5993709564209,86256,0.0,239,0,2448,MILP,{},integer optimal solution,101,0.6119811534881592,1328,18008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1120,77.0,dr_bf_f:28n-68m-EON_100_30_16_1.0,77.0
29.261904761904763,107198.01048183441,28213,0.4774659863937052,412824,27840,792,MILP,{},time limit exceeded,107,60.002877950668335,774,5679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6526,10,18,9.0,dr_bf_c:21n-78m-UKNet_100_30_24_0.5,56.0
15.0,31.81569766998291,838,0.0,365,0,190,MILP,{},integer optimal solution,101,0.04695892333984375,94,221,0,0,16,0,0,3,10,0,20,0,2,7,1,0,4,0,0,0,16,96,5.666666666666666,dr_bf_f:16n-46m-EURO_10_5_10_0.2,15.0
27.0,145.1739501953125,32748,0.0,87,0,1260,MILP,{},integer optimal solution,101,0.1525859832763672,684,6882,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,576,27.0,dr_bf_f:14n-46m-Generic-Deutsche-Telekom-DT_30_15_12_1.0,27.0
41.0,239.48235416412354,13446,0.0,2229,0,1654,MILP,{},integer optimal solution,101,0.27953410148620605,1642,2659,0,1,26,0,0,29,137,0,6,0,43,0,1,0,16,0,0,0,70,12,20.0,dr_bf_m:20n-62m-ARPANet_10_3_20_0.5,41.0
24.64444444444444,118300.34139537811,2188,0.08724279835358656,670853,65009,228,MILP,{},time limit exceeded,107,60.002135038375854,222,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,0,6,3.0,dr_bf_c:21n-72m-Italian_100_30_22_0.2,27.0
57.0,105548.12258338928,166931,0.0,107580,9658,2090,MILP,{},integer optimal solution,101,56.36814999580383,2046,33561,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1435,8,44,22.0,dr_bf_c:21n-72m-Italian_30_9_22_1.0,57.0
40.66666666666667,103623.03277492523,38690,0.7074340527572849,313204,20668,902,MILP,{},time limit exceeded,107,60.01016402244568,880,7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9658,8,22,11.0,dr_bf_c:22n-70m-British-telecom_30_3_62_0.2,139.0
nan,85063.71918773651,931866,nan,0,0,7104,MILP,{},"time limit exceeded, no integer solution",108,60.009474992752075,6976,187680,,,,,,,,,,,,,,,,,,,,128,63.99999999999995,dr_bf_c:14n-46m-Generic-Deutsche-Telekom-DT_10_1_64_1.0,
28.0,199.3915147781372,6260,0.0,919,0,676,MILP,{},integer optimal solution,101,0.2100050449371338,340,1438,0,0,40,0,0,1,13,0,38,3,7,1,8,0,11,0,0,0,33,336,10.88888888888889,dr_bf_f:28n-82m-EURO28_10_3_18_0.2,28.0
93.0,7958.5854024887085,326700,0.0,354,0,5820,MILP,{},integer optimal solution,101,3.5470831394195557,4620,67050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,93.0,dr_bf_f:6n-9m-n6s9_10_1_60_1.0,93.0
44.0,546.2496118545532,91540,0.0,120,0,2260,MILP,{},integer optimal solution,101,0.5256838798522949,2220,18930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44.0,dr_bf_m:15n-46m-NSF_10_3_20_1.0,44.0
14.999999999999991,109072.67481422424,2373,0.39999999999840036,601358,41387,246,MILP,{},time limit exceeded,107,60.00320386886597,240,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6479,13,6,3.0,dr_bf_c:20n-78m-EON20_10_5_14_0.2,25.0
88.0,1940.8933553695679,49110,0.0,13898,547,1560,MILP,{},integer optimal solution,101,4.261908054351807,870,10185,0,0,73,0,0,0,86,0,175,0,67,0,3,0,0,0,0,0,47,690,22.158730158730158,dr_bf_f:10n-44m-SmallNet_100_10_86_0.2,88.0
nan,108274.99116897583,11776,nan,0,0,510,MILP,{},"time limit exceeded, no integer solution",108,60.002235889434814,498,2373,,,,,,,,,,,,,,,,,,,,12,6.0,dr_bf_c:20n-78m-EON20_10_3_26_0.2,
118.77848515122342,20406.97827720642,1182321,0.03432125893311434,5689,0,3171,MILP,{},time limit exceeded,107,60.106388092041016,,296163,0,0,166,0,0,0,62,0,204,6,65,9,6,0,0,0,0,0,227,,55.83333333333333,ds_bf_f:21n-70m-SpanishTelefonica_10_1_66_0.5,122.99999999999991
25.0,160.87847137451172,1950,0.0,6017,334,288,MILP,{},integer optimal solution,101,0.17016196250915527,144,471,0,0,46,0,0,1,18,0,51,7,8,9,8,0,17,0,0,0,34,144,7.258333333333334,dr_bf_f:16n-46m-EURO_10_3_18_0.2,25.0
45.08333333333333,114701.13294506073,118323,0.3824200913236771,142097,12636,1660,MILP,{},time limit exceeded,107,60.00566792488098,1620,23810,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2821,21,40,20.0,dr_bf_c:20n-62m-ARPANet_10_3_20_1.0,73.0
93.0,5234.051153182983,82574,0.0,12504,414,2128,MILP,{},integer optimal solution,101,8.769763946533203,1216,17100,0,1,144,0,0,0,41,0,98,7,30,7,9,0,0,0,0,0,136,912,39.5,dr_bf_f:15n-46m-NSF_10_1_60_0.5,93.0
14.0,16.39163303375244,276,0.0,194,0,138,MILP,{},integer optimal solution,101,0.03456997871398926,68,98,0,0,10,0,0,4,7,0,7,3,2,7,0,0,3,0,0,0,5,70,3.9107142857142856,dr_bf_f:28n-68m-EON_30_15_8_0.2,14.0
nan,107777.84480762482,12375,nan,0,0,534,MILP,{},"time limit exceeded, no integer solution",108,60.00552487373352,522,2493,,,,,,,,,,,,,,,,,,,,12,6.0,dr_bf_c:28n-82m-EURO28_100_30_18_0.5,
38.0,194.01349544525146,2874,0.0,1603,32,420,MILP,{},integer optimal solution,101,0.20897316932678223,210,705,0,0,55,0,0,17,15,0,30,2,5,21,7,0,15,0,0,0,24,210,15.104761904761904,dr_bf_f:28n-68m-EON_100_30_16_0.2,38.0
59.0,988.4788694381714,123220,0.0,319,65,2900,MILP,{},integer optimal solution,101,1.3370330333709717,1620,25430,0,0,5,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,9,1280,58.0,dr_bf_f:20n-62m-ARPANet_100_30_20_1.0,59.0
nan,63806.21141529083,5568582,nan,0,0,20560,MILP,{},"time limit exceeded, no integer solution",108,60.092734813690186,20400,1115720,,,,,,,,,,,,,,,,,,,,160,80.0,dr_bf_c:43n-176m-EuroLarge_100_10_80_1.0,
89.0,3376.1405334472656,34340,0.0,115804,2922,1510,MILP,{},integer optimal solution,101,5.309046983718872,,10380,0,0,282,0,0,2,96,0,268,8,47,7,42,0,0,0,0,0,107,,29.20595238095238,dr_aov_f:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0
39.0,951.952486038208,30678,0.0,2286,0,2154,MILP,{},integer optimal solution,101,1.3170151710510254,1086,6621,0,0,38,0,0,0,11,0,55,0,4,1,6,0,7,0,0,0,46,1068,21.0,dr_bf_f:43n-176m-EuroLarge_100_50_16_0.5,39.0
181.0,28895.83623600006,2432560,0.0,715,0,18640,MILP,{},integer optimal solution,101,35.19696378707886,12400,491240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240,181.0,dr_bf_f:19n-76m-EON19_100_10_80_1.0,181.0
nan,90615.06011867523,2282475,nan,0,0,13818,MILP,{},"time limit exceeded, no integer solution",108,60.169673919677734,13630,459237,,,,,,,,,,,,,,,,,,,,188,94.00000000000001,dr_bf_c:11n-52m-Pan-European-COST239_100_10_94_1.0,
55.83333333333333,15020.30524635315,3200740,0.0,4705,0,46200,MILP,{},integer optimal solution,101,15.981543064117432,,76152,0,15,30,0,0,20,32,0,9,0,18,0,0,0,0,0,0,0,52,,55.833333333333336,drl_bf_m:21n-70m-SpanishTelefonica_10_1_66_0.5,55.83333333333333
89.0,3708.6220874786377,266660,0.0,8106,0,5420,MILP,{},integer optimal solution,101,3.612025022506714,,65096,0,0,75,0,0,286,564,0,0,0,19,8,0,0,0,0,0,0,337,,29.20595238095238,dr_sc_m:21n-70m-SpanishTelefonica_10_1_66_0.2,89.0
9.5,76522.06817817688,484526,0.9839797639121443,17559,5912,8118,MILP,{},time limit exceeded,107,60.007737159729004,,55829,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1126,0,,9.0,dsl_bf_c:28n-82m-EURO28_10_1_58_0.2,593.0
27.0,323.98369216918945,96368,0.0,86,0,2704,MILP,{},integer optimal solution,101,0.33153796195983887,2672,19912,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,32,27.0,dr_bf_m:19n-76m-EON19_10_5_16_1.0,27.0
nan,116110.49409770966,162327,nan,0,0,2046,MILP,{},"time limit exceeded, no integer solution",108,60.00750494003296,2002,32637,,,,,,,,,,,,,,,,,,,,44,22.0,dr_bf_c:21n-70m-SpanishTelefonica_30_9_22_1.0,
28.0,364.00484466552734,9400,0.0,1371,0,810,MILP,{},integer optimal solution,101,0.537390947341919,410,2075,0,0,37,0,0,0,12,0,25,1,4,5,4,0,5,0,0,0,32,400,14.333333333333332,dr_bf_f:21n-78m-UKNet_30_15_14_0.5,28.0
45.0,816.1811094284058,172116,0.0,141,0,3276,MILP,{},integer optimal solution,101,0.7835519313812256,1988,35210,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1288,45.0,dr_bf_f:10n-44m-SmallNet_30_9_28_1.0,45.0
121.0,20113.88383102417,177720,0.0,98620,3934,3576,MILP,{},integer optimal solution,101,49.49051094055176,2040,36516,0,0,191,0,0,0,59,0,207,3,85,12,3,0,0,0,0,0,274,1536,63.16666666666666,dr_bf_f:20n-62m-ARPANet_30_3_62_0.5,121.0
109.0,11160.89682674408,71760,0.0,145750,2936,2418,MILP,{},integer optimal solution,101,20.267186880111694,1274,14950,0,1,326,0,0,0,147,0,375,5,63,5,30,0,3,0,0,0,141,1144,40.11309523809524,dr_bf_f:24n-86m-UBN24_10_1_70_0.2,109.0
41.0,437.27684020996094,41018,0.0,1637,0,2846,MILP,{},integer optimal solution,101,0.648245096206665,2826,8159,0,0,24,0,0,28,114,0,5,0,15,0,0,0,0,0,0,0,54,20,29.416666666666668,dr_bf_m:19n-76m-EON19_30_9_26_0.5,41.0
94.0,2139.6383876800537,320520,0.0,366,0,5976,MILP,{},integer optimal solution,101,2.0098860263824463,5928,65556,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,94.0,dr_bf_m:30n-112m-Spain_100_30_24_1.0,94.0
20.0,86.23832035064697,10542,0.0,122,0,672,MILP,{},integer optimal solution,101,0.09309887886047363,350,2261,0,0,8,0,0,0,14,0,14,0,19,0,0,0,19,0,0,0,17,322,10.583333333333334,dr_bf_f:10n-44m-SmallNet_10_5_16_0.5,20.0
16.0,31.96096134185791,2916,0.0,623,0,642,MILP,{},integer optimal solution,101,0.032330989837646484,636,555,0,0,7,0,0,7,20,0,5,0,5,0,0,0,20,0,0,0,10,6,7.619047619047619,dr_bf_m:14n-42m-NSF_30_15_12_0.2,16.0
nan,119077.19774723053,79144,nan,0,0,1254,MILP,{},"time limit exceeded, no integer solution",108,60.00583219528198,1216,15960,,,,,,,,,,,,,,,,,,,,38,19.0,dr_bf_c:15n-46m-NSF_10_1_60_0.5,
24.552631578947366,113617.57432746887,7262,0.09064327485346553,844458,54625,390,MILP,{},time limit exceeded,107,60.00276494026184,380,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3571,6,10,5.0,dr_bf_c:21n-72m-Italian_30_15_12_0.5,27.0
27.0,69.87746334075928,5784,0.0,1225,0,1438,MILP,{},integer optimal solution,101,0.0745840072631836,1432,967,0,0,3,0,0,31,40,0,0,0,14,0,0,0,32,0,0,0,10,6,9.822222222222223,dr_bf_m:20n-62m-ARPANet_100_30_20_0.2,27.0
nan,106613.4327917099,24199,nan,0,0,760,MILP,{},"time limit exceeded, no integer solution",108,60.00245785713196,744,4868,,,,,,,,,,,,,,,,,,,,16,8.0,dr_bf_c:24n-86m-UBN24_100_30_22_0.5,
nan,78458.65299606323,1359179,nan,0,0,8178,MILP,{},"time limit exceeded, no integer solution",108,60.05436897277832,8062,272919,,,,,,,,,,,,,,,,,,,,116,58.0,dr_bf_c:28n-82m-EURO28_10_1_58_1.0,
32.0,337.37690258026123,3042,0.0,2343,0,444,MILP,{},integer optimal solution,101,0.42011094093322754,222,720,0,1,25,0,0,0,20,0,56,5,6,4,2,0,17,0,0,0,24,222,11.6,dr_bf_f:21n-72m-Italian_30_9_22_0.2,32.0
13.0,7.476177215576172,766,0.0,93,0,174,MILP,{},integer optimal solution,101,0.014490127563476562,86,201,0,0,4,0,0,0,12,0,10,2,12,1,0,0,9,0,0,0,1,88,4.285714285714286,dr_bf_f:14n-42m-NSF_100_50_12_0.2,13.0
185.0,44386.7057056427,2135566,0.0,661,0,17094,MILP,{},integer optimal solution,101,27.052244186401367,11174,431531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5920,185.0,dr_bf_f:21n-78m-UKNet_10_1_74_1.0,185.0
17.868055555555554,106723.88397979736,4725,0.5532986111097279,448579,23600,332,MILP,{},time limit exceeded,107,60.005593061447144,324,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8535,0,8,4.0,dr_bf_c:21n-78m-UKNet_100_30_24_0.2,40.0
25.0,76.31103324890137,4296,0.0,1282,0,1070,MILP,{},integer optimal solution,101,0.0862879753112793,1064,723,0,0,10,0,0,42,53,0,4,0,12,0,4,0,29,0,0,0,18,6,7.442857142857142,dr_bf_m:15n-46m-NSF_100_30_20_0.2,25.0
33.0,7745.652855873108,46421,0.0,14646,1563,996,MILP,{},integer optimal solution,101,3.738253116607666,972,9342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,601,7,24,12.0,dr_bf_c:21n-70m-SpanishTelefonica_10_5_12_1.0,33.0
55.0,6307.15442276001,35032,0.0,137963,2951,1864,MILP,{},integer optimal solution,101,9.86562991142273,952,7452,0,0,324,0,0,0,54,0,234,0,15,1,40,0,3,0,0,0,103,912,25.083333333333332,dr_bf_f:30n-112m-Spain_30_9_24_0.5,55.0
23.0,117.57612895965576,15558,0.0,684,0,1714,MILP,{},integer optimal solution,101,0.13808417320251465,1702,3067,0,0,3,0,0,14,23,0,1,0,21,0,1,0,16,0,0,0,19,12,14.166666666666664,dr_bf_m:19n-76m-EON19_30_15_16_0.5,23.0
nan,102189.72957420349,309862,nan,0,0,3288,MILP,{},"time limit exceeded, no integer solution",108,60.010414123535156,3240,62172,,,,,,,,,,,,,,,,,,,,48,24.0,dr_bf_c:30n-112m-Spain_100_10_74_0.5,
22.0,61.47288799285889,4354,0.0,178,0,308,MILP,{},integer optimal solution,101,0.054927825927734375,168,959,0,0,9,0,0,0,18,0,24,0,16,2,0,0,6,0,0,0,12,140,11.333333333333332,dr_bf_f:6n-9m-n6s9_100_30_20_0.5,22.0
116.0,2062.533034324646,86256,0.0,2447,0,2448,MILP,{},integer optimal solution,101,3.3835930824279785,1328,18008,0,0,69,0,0,1,12,0,28,2,13,1,4,0,0,0,0,0,52,1120,58.08333333333333,dr_bf_f:28n-68m-EON_100_10_48_0.5,116.0
18.0,100.3985948562622,5560,0.0,382,0,490,MILP,{},integer optimal solution,101,0.09184980392456055,250,1245,0,0,28,0,0,0,8,0,25,0,7,2,0,0,25,0,0,0,38,240,9.333333333333332,dr_bf_f:15n-46m-NSF_30_15_12_0.5,18.0
132.0,17507.70635700226,1630990,0.0,472,0,15050,MILP,{},integer optimal solution,101,25.236392974853516,14878,330111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,132.0,dr_bf_m:10n-44m-SmallNet_30_3_86_1.0,132.0
98.0,12263.000178337097,110858,0.0,81712,2955,2530,MILP,{},integer optimal solution,101,21.549427032470703,1474,22869,0,5,119,0,0,0,52,0,99,0,36,8,9,0,0,0,0,0,82,1056,49.333333333333336,dr_bf_f:15n-46m-NSF_100_10_60_0.5,98.0
23.0,146.21168994903564,55920,0.0,28,0,1680,MILP,{},integer optimal solution,101,0.12463808059692383,944,11576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,,dr_bf_f:10n-44m-SmallNet_30_15_16_1.0,23.0
42.0,494.99514961242676,91540,0.0,110,0,2260,MILP,{},integer optimal solution,101,0.5881690979003906,1300,18930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,42.0,dr_bf_f:15n-46m-NSF_30_9_20_1.0,42.0
45.0,793.0392408370972,38350,0.0,1524,0,1670,MILP,{},integer optimal solution,101,1.1371269226074219,870,8065,0,2,80,0,0,3,23,0,71,0,36,1,15,0,3,0,0,0,106,800,24.25,dr_bf_f:20n-78m-EON20_30_9_26_0.5,45.0
88.99999999999953,15379.72901058197,254900,0.0,85994,2870,1500,MILP,{},integer optimal solution,101,36.84278202056885,,63920,0,1,209,0,0,0,98,0,231,8,38,2,26,0,0,0,0,0,56,,29.205952380952382,dr_sc_f:21n-70m-SpanishTelefonica_10_1_66_0.2,88.99999999999997
nan,76575.69396209717,1506279,nan,0,0,9042,MILP,{},"time limit exceeded, no integer solution",108,60.067970991134644,8910,302643,,,,,,,,,,,,,,,,,,,,132,65.99999999999997,dr_bf_c:21n-70m-SpanishTelefonica_30_3_66_1.0,
44.0,769.8568935394287,172116,0.0,184,0,3276,MILP,{},integer optimal solution,101,0.8250670433044434,3220,35210,0,0,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23,56,44.0,dr_bf_m:10n-44m-SmallNet_10_3_28_1.0,44.0
129.0,2755.758836746216,141528,0.0,4836,0,6556,MILP,{},integer optimal solution,101,2.6988871097564697,,28363,0,0,53,0,0,207,476,0,10,0,88,0,0,0,0,0,0,0,172,,68.41666666666667,dr_ob_m:28n-82m-EURO28_100_10_58_0.5,129.0
229.0,61634.57335472107,3063970,0.0,975,0,22126,MILP,{},integer optimal solution,101,37.91969609260559,13690,618381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8436,229.00000000000003,dr_bf_f:30n-112m-Spain_10_1_74_1.0,229.0
nan,83562.3253440857,1176508,nan,0,0,1701,MILP,{},"time limit exceeded, no integer solution",108,60.028599977493286,,294273,,,,,,,,,,,,,,,,,,,,,21.0,ds_bf_c:21n-70m-SpanishTelefonica_10_1_66_0.5,
86.0,714.269250869751,31332,0.0,812,0,1212,MILP,{},integer optimal solution,101,0.9178950786590576,660,6546,0,0,22,0,0,0,86,0,87,2,40,0,1,0,0,0,0,0,6,552,19.40595238095238,dr_bf_f:10n-44m-SmallNet_10_1_86_0.2,86.0
40.0,177.9799976348877,21664,0.0,851,0,1808,MILP,{},integer optimal solution,101,0.2193760871887207,1792,4412,0,0,18,0,0,11,47,0,3,0,26,0,0,0,28,0,0,0,21,16,26.583333333333332,dr_bf_m:20n-62m-ARPANet_100_30_20_0.5,40.0
43.0,509.2470188140869,83620,0.0,108,0,2100,MILP,{},integer optimal solution,101,0.42981982231140137,1220,17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,880,43.0,dr_bf_f:14n-42m-NSF_10_3_20_1.0,43.0
nan,94615.83233165741,1004112,nan,0,0,1674,MILP,{},"time limit exceeded, no integer solution",108,60.00943088531494,,251154,,,,,,,,,,,,,,,,,,,,,18.0,ds_bf_c:28n-82m-EURO28_10_1_58_0.5,
60.0,1764.1960201263428,16664,0.0,4738,1468,462,MILP,{},integer optimal solution,101,0.9365968704223633,434,3409,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,197,3,28,14.0,dr_bf_c:6n-9m-n6s9_30_3_60_0.2,60.0
57.0,1697.445963859558,255658,0.0,137,0,4654,MILP,{},integer optimal solution,101,1.7669100761413574,2626,52247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,57.0,dr_bf_f:19n-76m-EON19_30_9_26_1.0,57.0
24.0,168.93973064422607,55920,0.0,61,0,1680,MILP,{},integer optimal solution,101,0.14571499824523926,944,11576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,24.0,dr_bf_f:10n-44m-SmallNet_10_5_16_1.0,24.0
42.0,919.2042331695557,233430,0.0,131,0,4050,MILP,{},integer optimal solution,101,1.0899839401245117,2430,47625,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,1620,42.0,dr_bf_f:11n-52m-Pan-European-COST239_30_9_30_1.0,42.0
73.0,1481.2970352172852,94818,0.0,5191,0,6446,MILP,{},integer optimal solution,101,2.603485107421875,6426,18783,0,0,42,0,0,23,195,0,9,0,41,4,3,0,0,0,0,0,98,20,54.83333333333335,dr_bf_m:43n-176m-EuroLarge_100_30_26_0.5,73.0
41.0,223.42186450958252,75586,0.0,110,0,2394,MILP,{},integer optimal solution,101,0.22790217399597168,2366,15701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41.0,dr_bf_m:21n-78m-UKNet_10_5_14_1.0,41.0
29.0,93.32166194915771,9880,0.0,283,0,850,MILP,{},integer optimal solution,101,0.09114289283752441,430,2210,0,0,13,0,0,4,6,0,22,1,13,9,0,0,10,0,0,0,49,420,17.5,dr_bf_f:28n-82m-EURO28_30_15_10_0.5,29.0
86.0,539.5056276321411,29464,0.0,3405,0,3880,MILP,{},integer optimal solution,101,0.9088611602783203,3864,5740,0,0,34,0,0,373,325,0,8,0,45,0,0,0,51,0,0,0,145,16,30.21666666666667,dr_bf_m:28n-68m-EON_30_3_48_0.2,86.0
223.0,40333.387912750244,3063970,0.0,934,0,22126,MILP,{},integer optimal solution,101,50.62475299835205,13690,618381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8436,223.0,dr_bf_f:30n-112m-Spain_30_3_74_1.0,223.0
183.0,6233.73420715332,2850060,0.0,3837,0,47560,MILP,{},integer optimal solution,101,4.78534197807312,,62756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,drl_bf_m:28n-82m-EURO28_10_1_58_1.0,183.0
99.0,2054.4093198776245,70848,0.0,10958,0,7176,MILP,{},integer optimal solution,101,3.640778064727783,7152,12882,0,0,100,0,0,298,467,0,15,0,73,0,6,0,51,0,0,0,205,24,27.924999999999997,dr_bf_m:20n-78m-EON20_100_10_78_0.2,99.0
25.0,1196.2274370193481,1407,0.0,19552,1767,150,MILP,{},integer optimal solution,101,0.9130079746246338,144,288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,20,6,3.0,dr_bf_c:15n-46m-NSF_100_30_20_0.2,25.0
51.83333333333333,117651.56543540955,62776,0.4764309764304952,362027,27001,1104,MILP,{},time limit exceeded,107,60.0053608417511,1072,12648,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2669,29,32,16.0,dr_bf_c:11n-52m-Pan-European-COST239_10_1_94_0.2,99.0
115.0,4917.822079658508,100968,0.0,5531,97,2394,MILP,{},integer optimal solution,101,9.641432046890259,1386,20874,0,2,139,0,0,9,50,0,148,8,73,29,8,0,0,0,0,0,201,1008,56.5,dr_bf_f:16n-46m-EURO_100_10_56_0.5,115.0
25.59024704146655,111356.98789310455,4241,0.08606260566160154,786035,35952,300,MILP,{},time limit exceeded,107,60.002015113830566,292,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4978,0,8,4.0,dr_bf_c:22n-70m-British-telecom_100_30_20_0.2,28.0
13.0,17.616519927978516,2200,0.0,90,0,210,MILP,{},integer optimal solution,101,0.03808093070983887,110,500,0,0,11,0,0,1,9,0,10,1,10,2,0,0,16,0,0,0,17,100,7.083333333333334,dr_bf_f:6n-9m-n6s9_30_15_12_0.5,13.0
59.000000000000014,65443.852065086365,15105424,0.3079178885626886,17805,0,138826,MILP,{},time limit exceeded,107,62.04029703140259,,231122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,59.000000000000014,drl_bf_m:28n-82m-EURO28_30_3_58_0.5,85.25000000000001
